Molecular_Weight,XLogP,Polar_Area,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Has_Beta_Lactam,BetaLactam_AtomIdx,BetaLactam_Core_With_Attachments,SMILES,Mol,SMILES_Valid,Core_Scaffold_SMILES
253.22,-1.8,147.0,4,8,False,,,Nc1ncnc2c1ncn2CC(O)C(O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed660>,True,Nc1ncnc2c1ncn2CC(O)C(O)C(=O)O
573.7,4.2,133.0,3,7,False,,,CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed6d0>,True,CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1
402.5,1.4,104.0,2,5,False,,,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NC(C#N)COCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed740>,True,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NC(C#N)COCc1ccccc1
74.08,0.3,37.3,1,2,False,,,CCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed7b0>,True,CCC(=O)O
323.2,-3.2,175.0,5,8,False,,,Nc1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)n1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed820>,True,Nc1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)n1
156.14,0.3,58.9,2,4,False,,,COc1cc(OO)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed890>,True,COc1cc(OO)ccc1O
242.23,-1.6,99.1,3,5,False,,,Cn1cc(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed900>,True,Cn1cc(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
326.17,-2.8,146.0,4,9,False,,,O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed970>,True,O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F
208.3,1.8,39.3,3,4,False,,,O=C(O)CCCCC(S)CCS,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ed9e0>,True,O=C(O)CCCCC(S)CCS
252.14,0.1,150.0,2,6,False,,,O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eda50>,True,O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O
364.8,3.4,96.4,2,6,False,,,CC1CC2OC2C=CC=CC(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edac0>,True,CC1CC2OC2C=CC=CC(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1
259.3,-0.6,111.0,3,4,False,,,CC(NC(=O)C(C)NC(=O)OC(C)(C)C)C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edb30>,True,CC(NC(=O)C(C)NC(=O)OC(C)(C)C)C(N)=O
328.5,6.2,37.3,1,2,False,,,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edba0>,True,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
585.19,-7.0,316.0,8,19,False,,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edc10>,True,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O
121.14,-2.9,86.7,4,4,False,,,NC(CO)(CO)CO,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edc80>,True,NC(CO)(CO)CO
258.29,4.5,26.3,0,3,False,,,COC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edcf0>,True,COC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
386.21,4.0,82.6,1,4,False,,,CC(C(=O)O)c1ccc(C(=O)c2ccc(I)s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edd60>,True,CC(C(=O)O)c1ccc(C(=O)c2ccc(I)s2)cc1
564.3,-5.5,271.0,8,16,False,,,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eddd0>,True,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)[nH]c1=O
102.13,1.2,37.3,1,2,False,,,CC(C)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ede40>,True,CC(C)CC(=O)O
270.29,1.8,97.8,4,4,False,,,CCc1cc(-c2[nH]ncc2-c2cnc[nH]2)c(O)cc1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edeb0>,True,CCc1cc(-c2[nH]ncc2-c2cnc[nH]2)c(O)cc1O
441.0,6.0,32.8,0,3,False,,,CN(C(=O)Oc1ccc(Cl)cc1)C1CCC(c2ccc(CN3CCCCC3)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edf20>,True,CN(C(=O)Oc1ccc(Cl)cc1)C1CCC(c2ccc(CN3CCCCC3)cc2)CC1
219.26,-1.1,108.0,3,6,False,,,CC1=NC2C(OC(CO)C(O)C2O)S1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9edf90>,True,CC1=NC2C(OC(CO)C(O)C2O)S1
172.16,-3.6,107.0,3,5,False,,,NC1C=C(C(=O)[O-])CC(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee040>,True,NC1C=C(C(=O)[O-])CC(O)C1O
232.13,-4.1,148.0,6,8,False,,,O=P(O)(O)OCC(O)C(O)C(O)CO,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee0b0>,True,O=P(O)(O)OCC(O)C(O)C(O)CO
425.9,3.1,103.0,3,4,False,,,O=C(NC(Cc1ccccc1)C(=O)N1CC(C(=O)O)C1)c1cc2cc(Cl)ccc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee120>,True,O=C(NC(Cc1ccccc1)C(=O)N1CC(C(=O)O)C1)c1cc2cc(Cl)ccc2[nH]1
463.6,5.4,87.5,2,6,False,,,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee190>,True,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1
102.13,1.2,37.3,1,2,False,,,CCC(C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee200>,True,CCC(C)C(=O)O
221.21,-1.7,119.0,5,6,False,,,CC(=O)NC1C(O)OC(CO)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee270>,True,CC(=O)NC1C(O)OC(CO)C(O)C1O
205.17,-1.6,131.0,5,7,False,,,O=C(O)C1(O)CC(=NO)C(O)C(O)C1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee2e0>,True,O=C(O)C1(O)CC(=NO)C(O)C(O)C1
276.35,-1.0,99.7,5,5,False,,,CC(C)(CO)C(O)C(=O)NCCC(=O)NC=CS,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee350>,True,CC(C)(CO)C(O)C(=O)NCCC(=O)NC=CS
385.4,0.2,121.0,5,6,False,,,COc1cc[nH]c1C=C1C(=O)Nc2ccc(F)c(C#CC(O)C(N)C(C)O)c21,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee3c0>,True,COc1cc[nH]c1C=C1C(=O)Nc2ccc(F)c(C#CC(O)C(N)C(C)O)c21
112.17,1.7,17.1,0,1,False,,,CC(C=O)CC1CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee430>,True,CC(C=O)CC1CC1
250.25,0.2,93.3,2,6,False,,,Cc1ncnc2c1ncn2C1CC(O)C(CO)O1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee4a0>,True,Cc1ncnc2c1ncn2C1CC(O)C(CO)O1
194.12,-2.6,150.0,5,7,False,,,O=C([O-])C(O)C(O)C(O)C(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee510>,True,O=C([O-])C(O)C(O)C(O)C(=O)NO
98.96,1.5,0.0,0,0,False,,,ClCCCl,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee580>,True,ClCCCl
663.3,-6.0,316.0,8,20,False,,,O=P(O)(O)OC1C(O)C(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)OC1n1cnc2c1ncn1ccnc21,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee5f0>,True,O=P(O)(O)OC1C(O)C(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)OC1n1cnc2c1ncn1ccnc21
210.04,-1.95,149.0,5,8,False,,,NC(CSCC[B-](O)(O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee660>,True,NC(CSCC[B-](O)(O)O)C(=O)O
164.19,-0.2,60.6,1,3,False,,,Cn1cnc2c(N)nc[n+](C)c21,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee6d0>,True,Cn1cnc2c(N)nc[n+](C)c21
149.15,0.9,74.9,3,3,False,,,Nc1nc2ccc(O)cc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee740>,True,Nc1nc2ccc(O)cc2[nH]1
156.56,2.7,37.3,1,2,False,,,O=C(O)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee7b0>,True,O=C(O)c1ccc(Cl)cc1
654.7,2.6,207.0,6,10,False,,,CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)c(CCC(=O)O)c4C)C(CCC(=O)O)=C3C,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee820>,True,CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)c(CCC(=O)O)c4C)C(CCC(=O)O)=C3C
332.21,-3.2,160.0,4,10,False,,,O=P(O)(O)OCC1OC(n2cnc3cncnc32)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee890>,True,O=P(O)(O)OCC1OC(n2cnc3cncnc32)C(O)C1O
521.21,-5.9,286.0,8,15,False,,,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C2O)c(=O)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee900>,True,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C2O)c(=O)[nH]1
158.22,-0.4,87.4,2,4,False,,,CC(O)C(N)c1nccs1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee970>,True,CC(O)C(N)c1nccs1
548.33,-4.8,251.0,7,15,False,,,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(O)C(O)C3O)O2)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ee9e0>,True,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(O)C(O)C3O)O2)c(=O)[nH]c1=O
161.2,1.6,29.1,1,1,False,,,Cc1cccc2c1CCNC2=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eea50>,True,Cc1cccc2c1CCNC2=O
309.27,-3.5,177.0,7,9,False,,,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eeac0>,True,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO
101.1,0.1,63.3,2,3,False,,,CC=C(N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eeb30>,True,CC=C(N)C(=O)O
308.29,-0.7,148.0,4,8,False,,,CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eeba0>,True,CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
325.17,-3.8,178.0,5,10,False,,,O=c1cnn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eec10>,True,O=c1cnn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1
263.24,-3.1,128.0,5,7,False,,,O=C1NCCC(OC2OCC(O)C(O)C2O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eec80>,True,O=C1NCCC(OC2OCC(O)C(O)C2O)C1O
269.23,-0.6,119.0,3,8,False,,,Nc1ncnc2c1ncn2C1OC(CF)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eecf0>,True,Nc1ncnc2c1ncn2C1OC(CF)C(O)C1O
430.3,0.0,167.0,5,9,False,,,NC(=O)C(CCC(=O)O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eed60>,True,NC(=O)C(CCC(=O)O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1
585.6,3.4,153.0,4,7,False,,,CC(=O)NC(Cc1ccc(CC(=O)O)c(C(=O)O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eedd0>,True,CC(=O)NC(Cc1ccc(CC(=O)O)c(C(=O)O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O
144.21,0.6,37.3,1,2,False,,,CCC(=O)CCC(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eee40>,True,CCC(=O)CCC(C)(C)O
202.27,-2.8,103.0,4,3,False,,,CCCC(N)=[NH+]CCCC(N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eeeb0>,True,CCCC(N)=[NH+]CCCC(N)C(=O)O
163.17,-3.8,81.0,3,5,False,,,O=C(O)CN(CCO)CCO,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eef20>,True,O=C(O)CN(CCO)CCO
427.29,-3.9,238.0,5,14,False,,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eef90>,True,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O
180.27,2.4,63.7,1,2,False,,,CCSC(N)=Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef040>,True,CCSC(N)=Nc1ccccc1
502.5,-3.3,259.0,6,12,False,,,NC(CCC(=O)NC(CSC(CO)COc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef0b0>,True,NC(CCC(=O)NC(CSC(CO)COc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O
185.14,-0.5,125.0,3,5,False,,,CNc1nc(N)[nH]c(=O)c1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef120>,True,CNc1nc(N)[nH]c(=O)c1[N+](=O)[O-]
216.32,3.6,57.5,2,3,False,,,O=C(O)CCCCCCCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef190>,True,O=C(O)CCCCCCCCCCCO
100.16,1.2,20.2,1,1,False,,,OC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef200>,True,OC1CCCCC1
570.6,3.1,162.0,4,10,False,,,CC(C)C(NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(=O)N1CCCC1C(=O)NC(C(=O)C(F)(F)F)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef270>,True,CC(C)C(NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(=O)N1CCCC1C(=O)NC(C(=O)C(F)(F)F)C(C)C
450.6,5.6,15.7,0,5,False,,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef2e0>,True,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
119.12,-2.9,83.6,3,4,False,,,CC(O)C(N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef350>,True,CC(O)C(N)C(=O)O
867.6,-6.2,426.0,10,24,False,,,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef3c0>,True,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O
994.9,-4.7,433.0,10,24,False,,,CCCCCC(CC=CC(=O)SCCNC(=O)CCNC(O)C(=O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC([n+]2c[nH]c3c(N)ncnc32)C(O)C1OP(=O)(O)O)SCC=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef430>,True,CCCCCC(CC=CC(=O)SCCNC(=O)CCNC(O)C(=O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC([n+]2c[nH]c3c(N)ncnc32)C(O)C1OP(=O)(O)O)SCC=O
271.34,-0.4,124.0,3,5,False,,,NCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef4a0>,True,NCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1
426.7,8.9,20.2,1,1,False,,,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef510>,True,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3
325.4,2.1,109.0,2,7,False,,,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef580>,True,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1
152.22,0.7,70.1,2,1,False,,,NC(=S)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef5f0>,True,NC(=S)Nc1ccccc1
285.75,0.8,93.5,2,5,False,,,NCCNS(=O)(=O)c1ccc(Cl)c2ccncc12,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef660>,True,NCCNS(=O)(=O)c1ccc(Cl)c2ccncc12
393.6,3.8,115.0,2,6,False,,,CCCCCCCCCCCCCCCCS(=O)(=O)OCC(N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef6d0>,True,CCCCCCCCCCCCCCCCS(=O)(=O)OCC(N)C(=O)O
364.4,1.8,116.0,4,5,False,,,CC(C)CCNC(=O)C(CCc1ccccc1)NC(=O)C(O)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef740>,True,CC(C)CCNC(=O)C(CCc1ccccc1)NC(=O)C(O)CC(=O)O
787.1,13.8,108.0,1,8,False,,,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef7b0>,True,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC
90.08,-1.0,57.5,2,3,False,,,O=C(O)CCO,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef820>,True,O=C(O)CCO
521.31,-5.7,271.0,8,14,False,,,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef890>,True,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O
442.4,-2.8,230.0,5,10,False,,,NC(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef900>,True,NC(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O
324.18,-3.6,166.0,5,9,False,,,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef970>,True,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1
189.21,0.5,77.8,2,4,False,,,CC(C)CC(CN(O)C=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9ef9e0>,True,CC(C)CC(CN(O)C=O)C(=O)O
256.21,2.7,87.7,2,5,False,,,O=C(O)c1cccc2c1oc1c(C(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efa50>,True,O=C(O)c1cccc2c1oc1c(C(=O)O)cccc12
118.04,0.2,100.0,1,5,False,,,O=C([O-])C(O)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efac0>,True,O=C([O-])C(O)C(=O)[O-]
220.22,-1.3,99.3,4,4,False,,,NC(Cc1c(O)[nH]c2ccccc12)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efb30>,True,NC(Cc1c(O)[nH]c2ccccc12)C(=O)O
375.4,5.9,37.8,1,5,False,,,CC(Nc1ncnc2cc(F)c(F)cc12)C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efba0>,True,CC(Nc1ncnc2cc(F)c(F)cc12)C(c1ccccc1)c1ccccc1
282.5,5.7,41.1,2,1,False,,,CCCCCCCCCCNC(=O)NC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efc10>,True,CCCCCCCCCCNC(=O)NC1CCCCC1
241.14,0.26,106.0,2,5,False,,,C[As](C)(=O)SCC(N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efc80>,True,C[As](C)(=O)SCC(N)C(=O)O
148.16,-0.4,77.8,3,4,False,,,CCC(C)(O)C(O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efcf0>,True,CCC(C)(O)C(O)C(=O)O
171.22,-1.7,91.6,2,4,False,,,NC(Cc1cccs1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efd60>,True,NC(Cc1cccs1)C(=O)O
288.4,4.9,24.9,1,2,False,,,c1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efdd0>,True,c1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1
390.5,1.1,87.0,3,5,False,,,CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efe40>,True,CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O
270.26,-1.7,144.0,4,7,False,,,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9efeb0>,True,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2
140.15,0.9,20.2,1,2,False,,,OCCc1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eff20>,True,OCCc1ccc(F)cc1
340.18,-4.1,183.0,5,10,False,,,O=C1CC(=O)N(C2OC(COP(=O)(O)O)C(O)C2O)C(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9eff90>,True,O=C1CC(=O)N(C2OC(COP(=O)(O)O)C(O)C2O)C(=O)N1
195.17,1.4,75.6,2,4,False,,,CC(=O)ONC(=O)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f0040>,True,CC(=O)ONC(=O)c1ccccc1O
347.22,-1.0,140.0,3,9,False,,,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f00b0>,True,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)O)O2)c(=O)[nH]c1=O
893.3,-9.8,460.0,11,28,False,,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f0120>,True,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O
235.24,0.5,107.0,2,6,False,,,CC(C)C(=O)COc1nc(N)nc2nc[nH]c12,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f0190>,True,CC(C)C(=O)COc1nc(N)nc2nc[nH]c12
169.16,-4.5,126.0,3,6,False,,,NC(CS(=O)(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f0200>,True,NC(CS(=O)(=O)O)C(=O)O
291.09,-0.9,63.3,2,3,False,,,NC(Cc1ccc(I)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f0270>,True,NC(Cc1ccc(I)cc1)C(=O)O
73.14,1.0,26.0,1,1,False,,,CCCCN,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f02e0>,True,CCCCN
367.4,-2.3,167.0,5,8,False,,,CC1(C)SC(C(C=O)NC(=O)C(N)c2ccc(O)cc2)NC1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f0350>,True,CC1(C)SC(C(C=O)NC(=O)C(N)c2ccc(O)cc2)NC1C(=O)O
237.21,-1.1,128.0,5,7,False,,,COC(=O)NC1OC(CO)C(O)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f03c0>,True,COC(=O)NC1OC(CO)C(O)C(O)C1O
395.4,1.2,149.0,1,9,False,,,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f0430>,True,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1
179.3,0.4,93.7,1,4,False,,,CCCSSCC(N)C=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05c9f04a0>,True,CCCSSCC(N)C=O
